#Science and Technology Committee 
#Oral evidence: Social media data and real time analytics, HC 245 Monday 23 June 2014 
#Ordered by the House of Commons to be published on 23 June 2014. Written evidence from witnesses: 
#- Horizon Digital Economy Research Institute 
#- Economic and Social Research Council (on behalf of RCUK) 
#- Web Science Trust and the EPSRC project SOCIAM 
#- Professor Liesbet van Zoonen, Loughborough University 
#- UK Computing Research Committee 
#- The Open University 
#- Big Brother Watch
#Watch the meeting
#Members present: Mr Andrew Miller (Chair); Jim Dowd; Stephen Metcalfe; Stephen Mosley; Graham Stringer 
#Questions 80-155 
#Witnesses: Professor Derek McAuley, Professor of Digital Economy in the School of Computer Science and Director of Horizon, Horizon Digital Economy Research Institute, Professor David De Roure, Director, Oxford e-Research Institute and ESRC Strategic Adviser for Data Resources, Economic and Social Research Council, and Sir Nigel Shadbolt, Professor of Artificial Intelligence, Web Science Trust, gave evidence.
question|person|oralEvidence
Q111|Sir Nigel Shadbolt|When we talk about standards, we mean the ability not to stay locked within a particular piece of software and not be used by another piece of software. Famously, we do an awful lot of processing of spreadsheets and are familiar with that. There are ways to store the data in a way that another spreadsheet program can ingest the information, not a particular product issued by a particular software provider. There are interoperability standards. There are standards around how you refer to and describe the data, and how they relate to social media data. Often, you can argue about whether social media data are open or closed. Things like your Twitter stream are typically open; it is going out there into the open. 
Q111|Sir Nigel Shadbolt|A very important aspect of the work going forward in this area will be to agree standards as to how we can represent and allow that data to be analysed, because at the moment, frankly, people are dreaming up a particular format or way of representing this information and going ahead with it. One of the interesting research disciplines is to work out how we can, with a little engineering, allow for a much easier flow of information between our analytics. 
Q112|Graham Stringer|Are you telling this Committee that you have achieved the impossible and got different Government Departments to be able to access each other's data? 
Q112|Sir Nigel Shadbolt|We have made pretty good progress, actually. Technically, it will be no surprise to this Committee that the real challenge is often organisational or cultural. We know how to fix the technology, but it is a matter of understanding how we can allow that information to flow. This will be an interesting challenge. If Government are serious about trying to use the product and insights of social media for themselves and their own Government Office for Science and departmental analytics, this sharing will be essential. 
Q113|Graham Stringer|How important is access to Government data to organisations that are interested in analysing social media? 
Q113|Sir Nigel Shadbolt|Very much. 
Q114|Graham Stringer|Can you put figures on it at all? 
Q114|Sir Nigel Shadbolt|Certainly, particular outputs, like the index of multiple deprivation and a variety of ONS datasets, are hugely valuable, because they talk about social mobility, and I think it is intrinsically billions of pounds-worth of value. 
Q114|Sir Nigel Shadbolt|The first instinct is to say, "We must be charging these people for this." In that case, the whole premise of open data is that by making them openly available you allow a whole range of companies to participate in and use those data to drive insight around business and the provisioning of services, but the Government-generated data that relate to everything from education to health and social welfare will be of highly material significance. The kind of work on which the ESRC-the Economic and Social Research Council-focuses much of its attention is precisely this sort of so-called administrative data. David, is there a value for this? 
Q114|Professor De Roure|We could go away and calculate that. 
Q114|Sir Nigel Shadbolt|It would be very large. 
Q114|Professor De Roure|Yes. 
Q115|Graham Stringer|You gave a definition of standards partly in answer to this question. I do not know if it is a meaningful question. What should confer standards on our open data? Are standards the doorway to making sure you are as open as it is possible to be? 
Q115|Sir Nigel Shadbolt|I think it is one of the underpinning foundational principles. It seems very obvious. The Government have been doing some quite good work in this area. The Government Digital Service has been looking to mandate open standards, so these are not standards that are proprietary or owned by a particular company or sector. These, along with licensing and a whole range of now quite well understood components, remove friction from the system. Standards have bedevilled everything from health care to welfare to credit payments over the years. The web is a great example-perhaps the best example, along with the internet-of a global fabric which has worked because its standards are open, understandable and freely available. 
Q115|Professor McAuley|I would add a comment on the importance of standards in releasing data. We want to compute with this data. It is no good releasing it in a text document or PDF. It was data in a spreadsheet, and it gets turned into a table in a printed document. That can classify as open data. The data are not open. This requires human beings to process all this data and probably type it back in. One of the key things about open standards is to get to the point where the data are released so they can be immediately reused computationally rather than with human intervention. A key tangent on this is that we have been working with cultural institutions to release their content as data, not as a website for people to experience, or for a human being to experience, but so that it can be repurposed and reused. The key thing is to get the data so that they can be reused, repurposed and used by many tools if they are in a standard form and accessible to a computer, whereas, "We have published this; it happens to be in this document" does not make it reusable and repurposable. 
Q116|Chair|Sir Nigel, you said in response to Graham Stringer that within Government, sharing is essential. You may be aware that I did some work with Government at the beginning of the 1990s when the issue was not about the technology but the people issues and creating a management structure that has fuzzy boundaries between Departments. Is it still the same in this era of dealing with social media data as well? 
Q116|Sir Nigel Shadbolt|We are starting to see an understanding that the value of information and data exchange is so high that silos are understood to be unfortunate and get in the way. 
Q116|Sir Nigel Shadbolt|The real issue is to incentivise officials at various levels to understand why this is beneficial, there are cost efficiencies and better information flow as a result. 
Q116|Sir Nigel Shadbolt|To come back to the whole issue about capabilities, unfortunately this is an area where effective and agile use of data is something the Government have to look at. Have they really got the mix of skills in the civil servants? It has them in a few specialist areas, but generally is there an awareness of what is required here? Even if you can incentivise and get the cultural and organisational pieces straight, do you have people who would actually know what it meant to say what Professor McAuley has just said about the whole idea of a PDF versus an open exchange format for a spreadsheet? 
Q116|Chair|Of course, all of that is much harder than the technology on many occasions. 
Q117|Stephen Mosley|That leads very nicely to what I was going to ask, which was about skills and the UK skill base. Professor De Roure, the ESRC have said that the UK data capability strategy was not sufficient in the area of training. Could you explain what you meant by that and say what you think should be included? 
Q117|Professor De Roure|It is very good as far as it goes, but what we are looking for is to drill down further in the implementation, very much along the lines we have been discussing here. This is one of the reasons we welcome this inquiry because it will emphasise the areas that need greater attention. 
Q117|Professor De Roure|"Data capability" is a good phrase. because it is not just about the data but the capability, which requires all the things we have been discussing from the human skills to the analytics skills, the core science and situating that in real examples of UK life, working with the software and the exchange of methods and practice that we have been discussing here. I like the PDF example, because even in our scholarly communication process we are still using techniques that are 350 years old-we should celebrate it-to exchange information. In the digital world and the world of social media there are many new ways of doing these things. There is an emerging social media methodology. New and best practice is beginning to form, and that really needs attention. 
Q118|Stephen Mosley|Expanding out a bit, do you see a lack of individuals with the right level of skills? If so, what effect is it having on the social media analysis sector? 
Q118|Professor McAuley|At the digital economy catapult we have been hiring a number of senior technical architects. We had to pay 20% more for the people who had the data science skills, so it is clear that there is a premium in the market for them right now, which would indicate to me that there is a shortage, never mind that they took a lot of finding. When it comes to social media, it is even worse. Those are pure data science skills. People who have the appreciation, when dealing with what I refer to as human data, that the consequences of the analysis could do harm to individuals and have a sensitivity to that is something we need to be training up. For example, if we look at something like the Turing Institute announced in the last Budget, I would like to make sure that they have an ethical strand to all the statistics and analytics they do, because that is where we have seen a lot of the impact happening. There is a shortage. 
Q118|Professor McAuley|The data capability strategy of the research council mentioned that they were bringing forward a proposal for a series of data analytic centres. Much of the data they were talking about was human data-it is not particle physics or the Square Kilometre Array-and that requires a sensitivity to the social sciences that we have a severe shortage of. 
Q118|Sir Nigel Shadbolt|We have not fixed this if we just throw tin and fat pipes at it. The big computing infrastructure is required, but it is also about human analysts, and it is not just retooled computer scientists. I speak as a computer scientist. We need to bring in people with the social science skills and skills in statistics and experimental design so that they will know how to take the data and turn it into information and put it into a wider context. These are not assemblies we have routinely been putting together in our universities. We are starting to see an awareness of that, but I would urge that, when we think about supplying capability from the higher education sector, we understand that we need these mixed methods. A broad set of disciplines is required from mathematics, statistics, behavioural and social sciences to computing. 
Q118|Sir Nigel Shadbolt|The requirement to get data analytic centres which have a range of perspectives and orientations could be really powerful here. I refer to a bunch of people who look at the data from the point of view of retail analysis, financial engineering or social exclusion. We have not talked much about that today. What about those sub-populations who essentially are not well represented in social media? Can we identify the missing footprints as well as the digital footprints at play here? 
Q119|Stephen Mosley|So far there has been very much focus-it is understandable, given your backgrounds-on the public sector: universities, research councils and the Turing Institute. Does the private sector-business and start-ups-have a similar problem, or does it find it easier to recruit? 
Q119|Professor McAuley|Start-ups present their own special case, but I would like to take a couple of large companies: a retailer and a telecommunications operator. I will not name them because it is under commercial confidence. They are both talking about a charter that they would publish concerning how they process data so that their customers would know what they are and what they will and will not do, and try to build up that relationship of trust about how they will process the data. It would be very easy for a large retailer to find you, given a customer loyalty card, on social media. They currently do not do this and do not wish to do it for fear of what the backlash would be. For those companies it has been a painful learning experience, including having the data analytics people saying, "We can do this," the marketing people saying, "It's great to have more information," and the people who own the brand saying, "Please don't mess with our brand by doing this bad thing to our customers." In that sense, they are the ones who are representing the social science side. 
Q119|Professor McAuley|Increasingly, even large fast-moving consumer goods companies are concerned precisely about this issue and are engaging with social scientists, as well as technologists, on this. There is a real demand in industry. The problem with SMEs is getting together enough people who have that skillset when you are a five-person operation. You need a sociologist. You cannot afford a full-time sociologist; you are too busy. You have three developers, or whatever, and someone running the company. What you need is guidance and information about what to do. What is safe and secure and what would customers expect, rather than unnecessarily being able to bring together these multi-disciplinary teams? 
Q119|Sir Nigel Shadbolt|We have talked about the UK context here, but the Web Science Trust has fostered a global lab-based network of 14 where people are doing analytics in this space and are trying to put together the interoperability to allow us to share insights. There is an issue here about how we learn from and can inform the global social media analytics in this space. 
Q119|Sir Nigel Shadbolt|On your point, I do think these companies are well aware that at the moment there is an absolute race to secure the best of a very scarce talent-the so-called data scientist. 
Q119|Chair|Gentlemen, thank you very much. It has been an extremely interesting session. 
#Examination of Witnesses 
#Witnesses: Professor Liesbet van Zoonen, Professor of Communication and Media Studies, Loughborough University, Professor David Robertson, Head of School of Informatics, University of Edinburgh, representing the UK Computing Research Committee, Dr Mathieu d'Aquin, Research Fellow, the Open University, and Emma Carr, Acting Director, Big Brother Watch, gave evidence. 
Q120|Chair|Good afternoon. Thank you for coming in this afternoon. All of you have been sitting here listening, so you understand the format. It would be helpful if you could introduce yourselves for the record. 
Q120|Professor van Zoonen|I am Professor Liesbet van Zoonen. I am professor of media and communication at Loughborough University. I lead a big research project about public taboos and desires around identity management and the sharing of personal data. It is very much focused on what people want and do not want. 
Q120|Dr d'Aquin|I am Dr Mathieu d'Aquin. I am a researcher in data technologies at the knowledge media institute of the Open University. I am currently focusing a lot on the data infrastructure for the Milton Keynes future cities project. 
Q120|Professor Robertson|I am Dave Robertson. I am head of the school of informatics at the University of Edinburgh, but I am really here representing the UK Computing Research Committee, which is an expert panel of the British Computer Society. 
Q120|Emma Carr|I am Emma Carr, the acting director of Big Brother Watch, which is a civil liberties and privacy campaign group based in the UK. 
Q121|Chair|Thank you very much. We touched on this directly and indirectly with the previous panel, but who in your opinion is most likely to misuse data-the Government or the private sector? Do the Government need to approach social media data usage differently from how a private company might? 
Q121|Professor van Zoonen|From our research, we can say that the UK citizens' approach to this is that they tend to believe that the Government are a bigger risk than private corporations, although that is changing very rapidly due to practices by Tesco, for instance, that are becoming more well known. If you look at what people think about this, they still think the Government are the biggest risk. 
Q122|Chair|That is Government per se. Does it break down into different Departments having a greater degree of trust? 
Q122|Professor van Zoonen|Yes. It also breaks down into local government having more trust than national Government. The further away people are from national Government, the bigger the distrust of national Government and the trust in local government is. Of course, those different levels of Government are not included very often in the discussions we have about big data. We tend to presume that it is a global, national discussion, rather than also a local one. 
Q123|Chair|A while ago I saw some data that suggested that one of the Government Departments fairly high up the list in trust-relatively-was the Treasury, which seemed to me to be an absurdity, but there are some odd human reactions to Government Departments. 
Q123|Professor van Zoonen|Yes. It also depends a bit on which people you ask and what their political views are. There are definitely groups of people who have a high degree of trust in the legal institutions, the police and the secret service, and groups of people who do not have that. In that sense, there is not an overall picture. 
Q123|Dr d'Aquin|Unlike Professor van Zoonen, I cannot talk about people's perception, but our research shows-besides what we might not know about Government capacity-that the organisations that will have the best ability to misuse personal data are certainly private companies, especially large-scale private companies not located in the UK, including the big social media platforms in the US, as well as companies that are not necessarily directly associated with social media but that collect personal data as a side effect of their activities. Of course, Google comes to mind. Some of our research has shown that, looking at the web activities-the web use-of average users, the biggest amount of disclosure of personal data will go to systems such as Google Analytics. That also includes mobile phone providers, internet providers and all the companies that have the capacity to collect very large amounts of personal data, which could, if they wanted, be largely misused. 
Q123|Professor Robertson|It is really difficult to identify where the threats will come, but there is a special responsibility for a Government in all of this. The one thing a Government can do that is really hard for others to do is set an example. Open data is a good example of that. Government can set an example by backing initiatives of that kind. That is the limit of it-you do that and see what follows and so on and so forth. To some extent, you can have regulation as well, but that kind of light-touch example setting has already been pretty effective in many ways. Maybe you could go further, but it has done a lot. 
Q123|Professor Robertson|The other way round is to apportion blame. I will leave that to people who are more closely involved, but I expect it is really hard. It is really brittle as well. It is very difficult to know at exactly what point you lose trust in some of these systems because they are so pervasive. It is difficult to know where the rubber hits the road with the system and where it will have an influence on people-or not, as the case may be. 
Q123|Emma Carr|Depending on what kind of data you are talking about and what the use of those data is going to be, the polling seems to indicate that the public have a very similar outlook on the public and the private sector in terms of how safe their data are with them. However, generally, people hold the Government to a much higher standard when it comes to data protection. That may be because people know that private companies are usually using their data to make money-for advertising purposes. When we see any indication that the Government are making money out of our personal information, especially when it is being sold to, say, insurance companies-Care.data comes to mind- people seem to get extremely upset about data being used within the public sector generally. 
Q124|Chair|I will come on to Care.data. Professor Robertson, the UKCRC said that the Care.data initiative was "out of step with public opinion." Could you explain that? 
Q124|Professor Robertson|The reason for choosing that example was that it is a good example of what I was mentioning before-how brittle these systems can be. We had no particular reason to believe that there was any notion of malice or impropriety in that particular initiative. As far as I am aware, the people running it were doing the best job they could possibly do, but it got slightly out of step. By out of step, I mean that the people whose data it was were not fully aware of what was going on. Because they were not fully aware in the right sort of way-in their culture or their understanding of what is going on in the scientific community; you can frame it how you like-it was badly rolled out. Because of that, there is a scientific consequence, which is that research that could have gone on quite legitimately and successfully, had that been done just a little bit differently, will probably be held up. 
Q125|Chair|Are there particular examples you can draw our attention to in terms of that initiative? 
Q125|Professor Robertson|Emma Carr is nodding and may be able to give better feedback than I can. The simplest thing is that people simply did not know that this was going on until it leaked out in the press. In Scotland we have not had this kind of impact because we did not take that step, but when we talk to people about this sort of thing quite often their view is, "Oh, aren't researchers using my data for something useful that will help to make people better? Wouldn't that be good?" That is very different from suddenly finding out that people are going to do something you were not told about that may be partly commercial and partly about harvesting data and is now going to become institutionalised. It just plays badly, regardless of what the motives are. That is the problem-it is the public perception of what you do. It makes the problem very difficult. It is the reason you have Caldicott guardians for medical data. You have to have people whose job it is to understand how to reconcile those dangers. 
Q126|Chair|Isn't that a rather difficult area? There are circumstances where exactly the same practice could be used for a commercial benefit. Let's take the use of cameras as an example. There has just been an understandable hue and cry about terrible cases of abuse in a care setting. I heard one person advocating for the families of the victims say that there ought to be cameras in every care setting. That was for a perfectly good moral reason, but, equally, cameras can be used to understand customer behaviour and so on. You cannot generalise, can you? 
Q126|Professor Robertson|That is the problem-you cannot generalise. This is moving very fast. Some form of data analysis is embedding itself pretty deeply in domains; health care is one, but you can choose pretty much any other domain you like. If you look at what industry predicts, a big proportion of the data available to it will be social data-data derived from the living population. If that is true, it will embed itself very deeply indeed. It is really hard to reconcile some of these issues without understanding domains very closely. Care.data could not have been predicted by a computer scientist working alone. I suspect it probably could not have been predicted by a sociologist or a social anthropologist-or even a medic-working alone. Somehow the mix has to work. You can see signs of these kinds of interdisciplinary groupings building up, but it is an avalanche. It is probably impossible for us to move so fast that we could make it risk free. 
Q127|Chair|Do you want to add to that? 
Q127|Emma Carr|Big Brother Watch did some polling at the beginning of the year. We found that 69% of people had not been informed of the right to opt out of Care.data. This is entirely the point. Whether we are talking about Government use of data or private sector use of data, it is all about consent. You cannot just presume informed consent because, as in the case of Care.data, a leaflet has been sent out. Especially when it comes to something like medical data, where if people do not have trust that their data will be kept secure it may have hugely detrimental effects both on their own health and on the public sector as a whole, you have to ensure that there is a higher standard than for just tweeting or Facebooking about your day. If you stop doing that as a result of not trusting Facebook or Twitter, it does not really have the same consequences. 
Q128|Stephen Metcalfe|Talking about trust, where has this lack of trusting the Government with data of any sort come from? Where has it grown up from? It strikes me that inherently the Government are trusted less than almost anyone else. 
Q128|Professor van Zoonen|There are a couple of reasons you could think of. One is the particular context of the UK and the reason why data are collected here, which is very much set in a security framework. That has historical reasons and has to do with the alliance with the United States. If you compare the purposes of data collection for the UK Government with the way in which that discourse is framed in continental Europe, for instance, you find that in continental Europe the whole discourse about data collection from citizens is about providing service to citizens-making sure that a Government can offer better services to its citizens. The discourse in the UK is a safety discourse. That is a helpful discourse for citizens in the immediate aftermath of a crisis, when people buy into that and think it is really necessary, but after half a year people think, "Right, that is not that good an idea." The transaction is a little bit abstract. You give your data and get security, but the longer that takes, the more abstract it becomes. In the Indian situation, for instance, and in Europe, you give your data but you get a better service. That is a really different way of presenting the policy. 
Q129|Stephen Metcalfe|So in the UK the citizen does not see the link between sharing data and better services. 
Q129|Professor van Zoonen|No, not yet, because the whole discussion here is always about security. Look at the surveillance cameras, the Patriot Act and its aftermath and data protection-it is all in the context of protecting your citizens, not of offering better services. That is there, but not as the first thing. 
Q129|Dr d'Aquin|I agree with that view. There are quite a number of different elements. I am not exactly sure we can say that citizens do not trust the Government, but what private companies-especially the big private companies-give back in exchange is more direct, sensible and visible. There is the notion that if you want to collect information from users in a commercial system, or even in an academic system, you have to provide incentives- you have to have something in return. From a commercial perspective it is much easier to make that something in return visible to the user. 
Q129|Dr d'Aquin|There is another aspect. Our research experience suggests that a lot of the lack of trust comes from fear of interpretation. If data are collected by Government, users need to have an understanding of what is going to be done with them. While it is still very obscure in most cases why personal data are being collected all round and what your social media platform will do with them, the obscurity is much bigger when it comes to Government. As has been mentioned, there is no clear indication of what the exact use and benefit globally of this particular data will be. 
Q129|Dr d'Aquin|That is where the fear of interpretation comes from. In some of our research, we have seen that, if you put users in front of the personal data their employers collect, reactions are often very pragmatic-"Of course," "That is fine," "That is normal," "That is part of operational services"-but on certain very specific aspects the user will want to have a right to respond to their personal data. For example, a user spending a lot of time on the vacancy pages of their own organisation will feel that they need to provide context to that particular information so that it can be interpreted properly. The lack of trust also comes from this-the inability of the user or the citizen to provide the context for interpreting the data they make available. It is a lack of control, really. 
Q130|Chair|In these two answers there are some interesting contrasts, aren't there? On the one hand, I suspect that just about everyone in this room has a piece of plastic provided by some banking organisation or another where we have given a lot of data. The trust vehicle there is that, if they go wrong, they commit to making good their mistake financially, broadly speaking. On the other hand, I suspect we all have a Government piece of paper-an Oyster card-in our pocket. The payback there is the convenience of not having those wretched queues at the ticket office, isn't it? So there is a point where the public give in to some of their worries about the role of Government in exchange for a service-the point you made, Professor van Zoonen. 
Q130|Professor van Zoonen|Going back to the Care.data discussion, if you look at the way that is brought to the public-at least, in the website information-it is all about helping the NHS improve its services. That is interesting, because there is no direct link to how that helps the individual patient; it is all about helping the institution. The other side of that- what you get for the transaction-is underplayed, so to speak. Again, that is an example of an institutional interest-a Government interest-taking precedence over the individual citizen or patient. It is a matter of framing your data-sharing policy, in a way. 
Q131|Stephen Metcalfe|Do you want to comment on the original question of where this lack of trust comes from? 
Q131|Professor Robertson|This is a personal view, but I do not believe that Government is necessarily trusted less in all respects than some companies. I do not think there is a tremendous amount of trust in some of the large companies dealing with data-it is just the way that it is articulated. You have to choose where your pedigree examples are from. In Edinburgh, there is probably not a lot of trust in the local authority building tram systems because it did not go tremendously well for us, even though we now have a tram system-which is good, sort of. It is that kind of thing. 
Q131|Professor Robertson|There is still a monolithic feel to Government IT, which does not square well with the picture that was painted for you earlier of very lightweight, streamlined services, relevant to the user and so on; it just does not feel that way. I feel for people in Government, because that is quite a difficult one to shift. You do not have the luxury of being able to say, "Oh well. We'll start with a clean sheet of paper." There is a whole lot of baggage to do with public service and Government that you would not have if you were a start-up company, so it is very difficult. On the other hand, that is the way the world appears to have gone. From apps and all the way through, people are much more accustomed to being able to chew things up in small bits and understand vicariously the notion of a service that is delivered over the internet. That was not true five years ago. I should think it is tough for Government; that is part of the reason. 
Q131|Emma Carr|There has been far more in the media about data loss in the public sector than about data loss in the private sector. Part of that is Big Brother Watch's fault, I am afraid, for putting that into the public domain. Quite often you hear about USB sticks with child protection information being left on buses or mobile phones going missing and the relevant security not being there to protect all of that information. 
Q132|Stephen Metcalfe|Because that never happens in the private sector. 
Q132|Emma Carr|Apart from one or two high-profile cyber-security attacks involving people's credit card details or whatever, it is on a much smaller scale. Obviously it happens, but- 
Q133|Chair|How do you know it is on a lower scale? You can't possibly know that. 
Q133|Emma Carr|How do I know what is on a smaller scale? 
Q134|Chair|That loss of data in the private sector is on a lower scale. 
Q134|Emma Carr|I think it is probably on less of a large scale than in the public sector. 
Q135|Chair|How do you know that? 
Q135|Emma Carr|That is entirely the point. We find out because it is usually to do with credit card details. People generally have to find out about that because there is a financial aspect. When it is in the public sector, we generally find out because we have put in a freedom of information request, which we cannot do with the private sector, unfortunately. Again, that is more to do with having a much higher standard for information relating to people's security or health, which people care about much more. Coming back to Care.data, when you have the public sector asking for larger datasets and wanting to do more with them, it raises the question whether the safeguards are there to ensure that those data will be kept to a higher standard than people would necessarily expect from the private sector. 
Q136|Stephen Metcalfe|So it is not necessarily the individual coming to the conclusion that they should not trust the Government when the data are passed over, but someone telling them they should be outraged that the Government want to use those data to provide a service. Do you think that is why the Government are now pulling away from sharing more data? Are they fearful of media and public reaction because people are being told through the television, the radio and the newspapers, "You need to be outraged"? 
Q136|Emma Carr|I disagree that the Government are pulling away. I am on several advisory boards that are helping the Cabinet Office and NHS England to try to go forward with data-sharing practices. We can all agree that it would be beneficial to the public sector to have that extra level of data and to be able to analyse it to help public services-it is just about going about that in the right way. Care.data highlighted exactly the wrong way to go about it-by not telling people what you are going to do with the data, who will have access to them and how they will be shared. 
Q137|Stephen Metcalfe|Do you not think that the damage has now been done-that now no one will ever want to share those data? 
Q137|Emma Carr|Exactly. That is why I am on the Care.data advisory board. We are working extremely hard to ensure that those mistakes are put right and the public can have confidence, when it does go ahead, that they have been taken away. We need to ensure that at all levels of data sharing, whether it is in the NHS or at local authority level, people can see from A to B exactly what is going to happen with their data. Unfortunately, there have been too many occurrences where that just has not been demonstrated. 
Q138|Stephen Metcalfe|On that one area of Care.data, were you proposing that people should positively sign up to allow their data to be used, rather than negatively pull out? 
Q138|Emma Carr|We would always advocate an opt-in rather than an opt-out as best practice, but we understand that that is not always practicable. However, we suggest that you do not tell people by means of a leaflet that you intend significantly to introduce different means of sharing medical data. 
Q139|Stephen Metcalfe|So somewhere in the middle there is a way to be found. Do you think that the Government Departments that are potentially in possession of large quantities of data and might have opportunities to share them are not skilled enough to know how to use them and how to prepare the public for sharing them? 
Q139|Emma Carr|We have been involved in workshops in the Cabinet Office about using big data to solve fraud, error and debt. Interestingly, when we ask what data they want to have and currently cannot have access to and what they want to do with it, often they do not have the answer to that question and take quite a long time to respond. Often in our experience at Big Brother Watch we find that they know big data is available-it is talked about and is seen as something of a new, modern silver bullet to aid public services-but there is something of a question mark against what they then want to do with it, perhaps because they do not have the necessary knowledge inside that Government Department. 
Q140|Stephen Metcalfe|Going back to the public's view on how all of these data are stored or used, is the concern about their collection and storage the fact that they might end up on a memory stick on a bus or a stolen laptop, or is it not about where they are stored but how they are then used? Where does the main concern lie? Has any research been done into that? 
Q140|Professor van Zoonen|It is also about how and where the data are stored. In general, if there is a central storage system, there is much greater suspicion about what is going on than if storage is decentralised. In Estonia, for instance, they have a national identity card that offers a lot of different commercial and Government services. The trick there is that all of the data that you hand in to those services are kept on different databases. They do not go into a central database. That makes quite a big difference to how much people trust such a system. The other thing that makes a difference is whether people know that their data are being collected or whether they are being remotely collected, either by remote biometrics or by commercial monitoring on the internet. Having a certain level of awareness and a decentralised storage system really makes a difference. 
Q141|Stephen Metcalfe|So identity assurance providers who collect data and assure you that it will then be protected are not the answer, because that would be one central database. 
Q141|Professor van Zoonen|There is a level of choice already. Lessons were learned, so people can choose to whom they want to give their data. That is an important difference already. They are aware that they are giving data and that presumably there is a purpose for giving those data as well that is not breached. 
Q141|Dr d'Aquin|It is interesting that you connect the two. The identity assurance framework explicitly states distribution of information as a core principle, for the reason that it helps to establish trust by ensuring that no one private organisation will have total control over the entire system. Care.data does exactly the contrary. As I understand it, the current proposal gives the entire provision of software services to support it to one private company. That is one private company that people may or may not trust, but the understanding of how that private company might gain benefit from having such total control over their data is certainly not helping with the trust issue. 
Q141|Dr d'Aquin|Going back to your original question, it is true that for a lot of the researchers and journalists who are looking at this aspect the core computing infrastructure-where the data are stored, how they are processed and how secure they are-is a very important issue. Based not on concrete research but simply on an anecdotal understanding of research in other areas, I would say that these technical aspects are far from the concerns of the majority of users. The one question is, "What are they going to do with it, and how can I understand what is going to be done with it in such a way that I can be reassured that the interpretation, understanding and use of the data will not go against my interest?" 
Q142|Stephen Metcalfe|How would you ever arrive at being able to reassure someone that the data would be used in a way that they could even begin to understand? We have heard how complex some of the links are between different pieces of data. How can you persuade someone that what is going to be done will be done ethically, sensibly and safely on their behalf? 
Q142|Dr d'Aquin|It is a good idea to start by saying what is going to be done. 
Q143|Stephen Metcalfe|But there are people out there who will instantly say, "Don't believe them. Don't believe them." 
Q143|Dr d'Aquin|There are mechanisms that do not necessarily achieve that amount but allow a certain feedback mechanism to be included in the whole system. They include some of the elements that have been talked about in the mydata program, which give access not through a complex procedure of requesting it under data protection but by the simple click of a button. A single authentication into one system gives access to the full set of data somebody else might have access to, showing what kind of analytics can be achieved on those data. 
Q143|Dr d'Aquin|In our own research we have done that, if only on a small scale, for the relationship between employees and employer. Our research has shown that when employees are faced with the data that their employer collects about them, the majority of them react by saying, "That is reassuring. I knew data were collected and that some things can be done. Seeing them makes me confident that I can entrust my employer with this type of data." That is a very simple mechanism that is reasonably obvious. Giving the data back to the citizen- making them accessible to the citizen and attaching to them information about organisations and individuals who might have access to every part of them-seems an obvious mechanism, in addition to distribution, of course, to try to improve trust in these sorts of systems. 
Q143|Professor Robertson|The issue is really, "What is the evidence base?" If somebody says, "Why should I trust this?" you should have some evidence. The important thing I want to add is that it is not completely a black art. There are things that you can apply that are reasonably well understood. You can have various mechanisms that are just to do with the data artefact that protect it. You can have various protocols. There are all sorts of ways you can try to make sure that that is secure in the narrow, technical sense. There are things to do with the process by which you move data around. You can have processes that are inspectable, that you could accredit and so on. Those are quite often used in health care when you are interested in doing that sort of thing. 
Q143|Professor Robertson|The third point is the authority argument, which is to do with professionalism. Just because you are using social data, it does not mean that everyone has to use it. You can have communities of people who have a very high level of trust, which is what an awful lot of this sort of thing runs on at the moment. All of these things are pretty well known. In my personal opinion, they tend to screw up where they are done without respecting the domain. People do them thinking that one size fits all and they can do the same thing as they move between different areas. That is where you get all sorts of sociological and cultural problems. 
Q143|Stephen Metcalfe|Thank you. 
Q144|Stephen Mosley|While the focus of the last question was very much on trust, it started to move on to things like security and safety of the data as well. Is it possible for the public ever to be sure that their data are secure? 
Q144|Professor Robertson|No. I suppose any of us could probably expand on that a little, but let me be the first to do so. I suppose the more detailed answer is "not on any scale that we would care about." Pretty much as soon as the data start to contain significant content, it is very difficult to guard against that content being able to be used to breach various aspects of your privacy and security. That is it; that is the basic problem we are all fighting against. 
Q145|Stephen Mosley|I will assume the answer is pretty much the same for all of you, but could I expand it a bit? Have the Government done enough to make sure that individuals' data are secure? 
Q145|Professor van Zoonen|What we find is that people are very concerned about things like identity fraud and privacy breaches. They do not have a real clue about how that works, but it is a big concern. In addition, saying that their data will never be secure is a recipe for quite a lot of distrust. The issue is not making the data more secure but making sure that, once your data have been stolen or mistakes have been made with them, there are mechanisms to correct that. You bring your car to the garage for a yearly check-up to see whether it is still all right. You need to have something like that for your personal data as well, so that they are checked on a yearly basis to see whether they are still all right everywhere and have not been stolen. We hardly ever talk about that kind of mechanism and whether it is a way to repair identity loss, identity fraud and privacy breaches. 
Q146|Chair|That would have to be predicated on the citizen having the right of access to data. 
Q146|Professor van Zoonen|Exactly. 
Q147|Chair|And on having some sort of ombudsman role that presumes the citizen is right, rather than waits for- 
Q147|Professor van Zoonen|Yes, it would be the other way round-trusting the citizen to come up with the right personal data, instead of distrusting- 
Q147|Chair|I have been arguing that for years. 
