#Science and Technology Committee 
#Oral evidence: Social media data and real time analytics, HC 245 Wednesday 18 June 2014 
#Ordered by the House of Commons to be published on 18 June 2014. Written evidence from witnesses: 
#– Digital Science 
#– Alliance for Useful Evidence/Demos/David Omand 
#– techUK 
#– Consumer Data Research Centre, University of Leeds 
#– Universities of East London and Birmingham 
#– University of Cambridge Watch the meeting 
#Members present: Andrew Miller (Chair); Jim Dowd; Mr David Heath; Stephen Metcalfe; Stephen Mosley; Pamela Nash; Graham Stringer; David Tredinnick 
#Questions 1-79 
#Witnesses: Timo Hannay, Managing Director, Digital Science, Carl Miller, Research Director, Centre for the Analysis of Social Media, Demos, and Sureyya Cansoy, Director, Tech for Business and Consumer Programmes, techUK, gave evidence.
question|person|oralEvidence
Q24|Sureyya Cansoy|I do not know the basis of the calculation. We can look into it, but the gist of it is that it will affect companies significantly. It is very evident. We have been speaking to large and small companies, British and international, and anecdotally I can give you an example. 
Q24|Sureyya Cansoy|One successful small British cloud company, which started around three years ago, grew from two to about 50. Discussing the implications of data protection on their business, they told us that if the proposed EU data protection regulations had been on the table when they were setting up their business, they would have thought hard before taking the risk. It is possible that they might have decided not to go ahead, to the degree that they thought that it would be very burdensome for businesses. It is an area where we are doing a lot of work, so if you would like further details we would be happy to provide them. 
Q24|Sureyya Cansoy|One good thing is that the Ministry of Justice understands that the current draft is not what we need. We are working closely with them to make sure that whatever regime we end up with is one that works for individuals in protecting their privacy but also allows technology companies to innovate, as well as allowing other industries to operate within those premises. 
Q24|Timo Hannay|We do not find the current UK data protection framework problematic in any particular way. I am not familiar enough with the EU proposals to comment on them specifically, but I would say that for us the confidence and trust of the users who ultimately provide this information is paramount, while trying to avoid anything that is too heavy-handed and bureaucratic. The heavy hammer of legislation, although an important way to deal with this issue, is not the only way. I refer to some of the things that we discussed earlier on understanding user expectations, and identifying and encouraging best practice. Those things are just as important as legislation. 
Q24|Carl Miller|The major concern that I have with the regulation is that it is hard to see how that body of abstract legal provisions will play out technologically and in practice—how it would change the architecture of social media platforms, what new technologies would be required, what judgments it would be asking social media sites or data controllers to make. There is a lot of uncertainty, which is of course not what you want when you are trying to discuss a law. Broadly, I agree with the other two panellists that there is a simmering concern that it is going to be burdensome and hostile to growth. 
Q24|Carl Miller|It is important for a clearer public case to be made about the social good of big data and social media research—all the things that it can do for people, such as delivering better health, and more agile and responsive government. That requires it to be used in areas where it is not used at the moment, and for it to be used in areas that are concerned with delivering public goods. Inevitably, it is going to come down to people balancing individual privacy with other public goods that they think are important, but at the moment I don’t think people see the value of having their data being sucked up in huge quantities and crunched. Basically, they think that that is for private profit for large and sometimes quite opaque big data analytics firms, rather than for them. 
Q25|Pamela Nash|I want to look at the reliability of data, and how that impacts on how the data is used. We have had evidence of concerns about data being cherry-picked by researchers to suit their own ends and the results that they wish to have. Do you share that concern? Are tools available yet, or being developed, to help us to spot when it is happening and to tackle the problem? 
Q25|Carl Miller|There is the question of inadvertent and deliberate manipulation or challenges to reliability. The larger concern that I have is not the deliberate manipulation of data, but the fact that methods across the whole of the industry are young and weak and often cannot do the job. It is not just the fault of the Government that these methods are not being used within the public service; the methodologies that exist right now cannot usually satisfy the evidentiary requirements of public policy makers. 
Q25|Carl Miller|Yes, I have concerns. The first concern is that black box techniques are used. With technologies that can crunch and understand big data, there is very little clarity for many people, including users, about how they work and what they are actually doing. With most of the services out there, you can plug in some words on one side, you cannot really tell how the calculations happen, and you might get a graph coming out on the other side. Exposing those black box techniques so that everyone can understand how that analysis happens is important, and I think it is possible. Despite the arcane and often complex mathematics and technologies that are involved, it is possible for people to understand how big data analysis works. 
Q25|Carl Miller|In terms of deliberate manipulation, we are seeing a fair amount of automated production of content on social media, so it is likely that one in 10 Twitter accounts is fake. You can go out and buy Twitter followers if you want, and I have been tempted to do it many times. You can buy millions of Twitter followers to make yourself— 
Q26|Pamela Nash|I was going to ask about that, but it is different from cherry-picking the information that is available; we are talking about manipulating data that is online. 
Q26|Carl Miller|On the cherry-picking point, the difficulty is that, as a researcher, you cannot publish the datasets you have studied, because it is against the terms and conditions of the social media sites. In science, you obviously analyse a dataset and then make the dataset available so that people can see how you selected the data. We cannot do that. I have never encountered deliberate cherry-picking in research, but it is certainly possible and it is hard to verify. 
Q26|Carl Miller|You have automated data being created, and many states are stepping into this game now. We have seen a number of calls, made openly and issued by national Governments, for technology to allow analysts to behave, for example, as if they were 1,000 or 10,000 Twitter users. As we see Twitter and digital fora becoming more politically and socially significant, we are going to see increased interest in being able to manipulate the content. That said, there But there are corrective mechanisms. 
Q26|Carl Miller|There are three important layers where people are working on how to identify and correct this kind of stuff. You have technological responses; the same technology for national language processing, which is used to generate automatic data like language on social media, is also used to detect it. You then have methodological responses; a lot of researchers are now triangulating data, and this is something that they are increasingly going to do. If I want to present to the Committee social media research on attitudes, I will do so alongside conventional social research, as a way of trying to compare all these new and unfamiliar methods with the more mature, older, more conventional and trustworthy ones. 
Q26|Carl Miller|Then you have use. This is a really important one. Decision makers, whether in the private or public sector, are going to have to grow more familiar with the idea of using outcomes that are uncertain. A lot of the big data technologies that are being used are inherently probabilistic; they are predicated, for instance, on Bayesian mathematics, which basically gives you a result that has a confidence score attached to it. We are going to see an increasing epistemological shift, as it were, away from outcomes with evidence that is certain and clear, towards evidence that is shrouded and surrounded by a cloud of caveats and confidence scores. We are going to have to become more comfortable with uncertainty, as well. 
Q26|Timo Hannay|We, too, are more concerned about the gaming of systems than about the cherry-picking of data. Regarding cherry-picking, we try to gather data from as wide a range of sources as possible, and we try to detect every mention of scientific research that we possibly can, but we do not get everything. Sometimes our users and customers tell us about things that we have missed and we try to add them back in. We are trying to be as comprehensive as possible, and certainly not to cherry-pick in any way. 
Q26|Timo Hannay|When you are using this kind of information, and directing people to relevant material or research, particularly if you are using it in some kind of research evaluation, which will come in the future, there are concerns that people can game the system. If they think that by tweeting or writing on Facebook about their own research they will get more readers and that ultimately their funders and employers will see it, there is an incentive to try to game the system. 
Q26|Timo Hannay|We also have to bear in mind that current systems, particularly around citation analysis, are gamed already, so people self-cite; publications self-cite. The answer is to use a wide range of different sources and measures, and that is what we are developing. We do not just use social media; we use mainstream media and policy documents, and we are moving on to patents, for example, to look at the impact of research. Within social media, we do not use only one source; we use as many sources as we can get hold of, which reduces the chances of gaming. In addition, we use algorithms to detect gaming. If you keep tweeting about one particular journal, we surmise that you are probably the publisher or editor of that journal, and we will downgrade those tweets accordingly. 
Q27|Jim Dowd|I want to go back to what was said earlier about skills, but before doing so I want to look at the terms and conditions issue that arose earlier. I was leafing through my Sky television a couple of weeks ago, updating software of some kind or another, and I went on to the page headed “Terms and Conditions.” It helpfully said up front that it was 110 pages. That immediately deflected me from pursuing it any further. Okay, we live in inordinately litigious times, and, as you said, Chair, there are all kinds of jurisdictions where these things have to apply, but it occurred to me that although it is not a deliberate attempt to mislead, it does mislead, because effectively people do not engage with it at all. That gives the company—in this case Sky, but also Twitter and Facebook and the rest—the opportunity to do whatever they like with the consumer and the information they derive from them. Is that your feeling? 
Q27|Carl Miller|Some social media sites have taken some positive steps. If you go to Twitter’s terms of service, there is more of an effort to state them in plain English, but you are right: there has been little incentive for many platform providers to do anything other than issue 100-page documents, because everyone clicks “Yes.” That pressure, that incentive, has to come from outside the company. That is why, in addition to EU data protection regulation, which is very-rights based, a consumer protection regime is important. 
Q27|Carl Miller|It is not particularly clear what role the Government have to play in that, other than supporting it, but we certainly ought to have kitemark terms and conditions, where companies are incentivised to put in plain English in a few pages what the implications of people putting their data on those platforms really is. I do not see why it cannot be done. 
Q27|Timo Hannay|I completely agree. It is a huge issue. It is an issue for me as an individual in my personal capacity, as well as in my professional capacity. I agree with Carl; we should be identifying and rewarding best practice. That is the way to do it. 
Q27|Sureyya Cansoy|We agree with that. One of the key things that we are looking at as part of the data principles is the importance of simplicity and transparency, so that people understand what they are signing up to. We are completely behind that. 
Q28|Jim Dowd|Mr Hannay, you mentioned the skills gap and numerous vacancies in various regards; and, Mr Miller, you said that this data-mining, as it effectively is now, is developing in an almost random fashion, with no discipline and no strategy. The Government have come forward with the data capability strategy. I am not sure how familiar you are with it, but do any or all of you feel that it is of any value? 
Q28|Sureyya Cansoy|First, having the right skills is absolutely essential to maximise the benefits from social media analytics. There are some interesting numbers about how big that gap is. For example, one number from e-skills is that they expect big data job vacancies to grow by 23% annually by 2017, in three years’ time. 
Q29|Jim Dowd|What is the base for that? You say 23% growth, but what kind of numbers do you have? 
Q29|Sureyya Cansoy|We are talking about annual growth of the actual big data job vacancies available—how many big data jobs are advertised every year and the percentage growth. That is what it reflects. I can provide further information afterwards on the number. 
Q29|Sureyya Cansoy|Another number that we have seen suggests that 57% of recruiters dealing with big data vacancies say that it is difficult to find people for the jobs they are looking to hire for, and anecdotal evidence from techUK member technology companies that we have spoken to suggests that there are some talented and skilled people out there, but they seem to prefer to go to start-up companies and are not necessarily willing to work in established organisations or for Governments. With that in mind, it is quite clear that there is definitely an issue that needs to be addressed. 
Q29|Sureyya Cansoy|Another point is that the skills issue, in terms of digital skills in the UK, is broader than just data analytics or social media analytic skills, and it is a top priority for both techUK and the Information Economy Council. There are currently 1.1 million digital skills people in the UK economy; techUK and e-skills predict that we will need another half a million by 2020 if we are to maximise the benefit from the information economy. That is quite a substantial gap across the board. 
Q29|Sureyya Cansoy|In terms of the data capability strategy itself, it was produced by the Government jointly with the Information Economy Council, and the industry and academic institutions had the opportunity to contribute. We think that it addresses the right areas. It starts by asking what skills are needed by the industry, where are the gaps and where is action needed, and what needs to happen in schools, higher education, apprenticeships in terms of promoting the reputation of the industry and so on. It talks about industry, Government and skills bodies all having a role to play in getting it right. 
Q29|Sureyya Cansoy|We think that the raw actions are broadly right. With anything like this, the proof of the pudding will be in the implementation of those actions. One of the things that we would like to highlight is that the sector skills council for the technology industry in the UK should have an important role to play in making sure that some of those actions are implemented. There is also the importance of continuity beyond 2015, should there be a change in Government, for example, because this is not a short-term issue and actions should not be short term. 
Q29|Timo Hannay|I shall speak to our on-the-ground experience, which is necessarily anecdotal but hopefully informative. We certainly find that London is a great place to set up these kinds of businesses. A great pool of talent is attracted here. 
Q30|Jim Dowd|May I stop you on that very point? How much of it is indigenous or locally generated, and how much is attracted from abroad? 
Q30|Timo Hannay|The Digital Science office in London has about 70 or 80 members of staff, and we reckon that there are about 12 nationalities, and probably about 20 languages spoken. They come from far and wide, and that is incredibly important. The fact that London attracts people from around the world was very significant for us in setting up here. 
Q30|Timo Hannay|That said, demand outstrips supply, and we expect demand to go up because of some of the macro-trends that we have been discussing. We are based in King’s Cross. Google are building their new UK headquarters just down the road. They are going to be employing a lot of technical people; we hope that will attract people, but also that it will provide competition for the best staff. Altmetric, which I mentioned earlier, currently has 11 staff but seven vacancies, of which five are technical—essentially developer and data analytics-type roles. That gives you some indication of the difficulty that we are having in getting the high calibre of person that we are looking for. 
Q30|Carl Miller|Within data science there is a shortage, but that is understandable; there has been an explosion of this new discipline, and suddenly incentives have changed. We are seeing secondary schools with the new computing syllabus, and both undergraduate and postgraduate courses are changing—quite rapidly for the higher education sector—to meet these new demands. 
Q30|Carl Miller|The concern I have is that at the moment, in terms of skills, social media analysis is being treated like a branch of big data, or data science, but strictly speaking that is not true at all. In my view, social media analysis requires a hybrid skills set. This is both a social and a computational science. It requires people who understand both culture and people, and also all the new ways in which we can handle data that is unprecedentedly dynamic and large. At the moment, my concern is that if you simply see social media as part of the “eight great technologies”—if you simply see social media research as part of the UK data capability strategy—we are going to get very good at counting things from social media, but we are not going to know very well what we are counting. 
Q30|Carl Miller|Within the field of research, which is feeding all the economic activity that is going on, we are seeing the numbers game galloping ahead of the squishier, softer, slower social scientific work that happens underneath that, and that is going to be an important brake on growth. That is the reason why it is not being used more broadly across the economy. 
Q31|Jim Dowd|There is no real attempt to grow specialism itself; it is just an assumption that we will get talent from elsewhere, which can be adapted. 
Q31|Carl Miller|There is no consistent attempt or incentive to break down the disciplinary boundaries that currently stand in the way of getting the hybridised skills sets required to do the everyday job of getting insight from social media. It is not something that computer scientists can just sit down at a computer and build algorithms for. Social media is a new cultural space, and it plays by different linguistic rules. 
Q31|Carl Miller|To understand behaviour on social media—to do things like predicting what is going to happen in future, to model and to understand attitudes—is a new and distinct discipline, and it forces the meshing together of both social and computational sciences. My worry, and the reason it has not yet been applied beyond the advertising, marketing and retailing industries, is that if you are a policy maker you get a smorgasbord of metrics—raw metrics, numbers. You will get some numbers about how many people were positive or negative, and you will get some numbers about how many shares were happening, but in the social sciences the serving up of raw data is the beginning of the story, not the end. No social scientist would ever accept the presentation of data as an adequate description of what is going on. We have to throw these disciplines closer together. That is a challenge for the higher education sector above all, but I am concerned about this being treated basically as a small branch of data science. In my view, it is not that. 
Q31|Sureyya Cansoy|We think that different skills are needed in the technology industry, which produces the software and tools to enable the analytics, and perhaps different skills are needed in the organisations that use the software and tools to come to the sort of insights that they need for their business or organisation. I agree with Carl that we need a mix not only of technical skills but, depending on the business that you are in, perhaps a knowledge of the business that you operate in and the kind of insights you are trying to get with that analysis. 
Q31|Chair|Thank you very much for such a comprehensive set of answers. I am sure that there will be other things that you can feed in as the inquiry goes on. Thank you. 
#Examination of Witnesses 
#Witnesses: Professor John Preston, Professor of Education, University of East London, Professor Mick Yates, Visiting Professor, Consumer Data Research Centre, University of Leeds, and Dr Ella McPherson, Research Fellow, University of Cambridge, gave evidence. 
Q32|Chair|Good morning, and thank you very much for coming. I think that all three of you were listening to at least part of the earlier exchanges, so you have the gist of our direction of travel. First, I ask you to introduce yourselves for the record. 
Q32|Professor Yates|I am a professor at Leeds University, and I work on the ESRC-funded consumer data centre. In a previous life I was at Dunnhumby, which you may or may not know is the company behind the Tesco club card. 
Q32|Dr McPherson|I am Ella McPherson. I am an ESRC fellow at the University of Cambridge in the department of sociology. 
Q32|Professor Preston|I am John Preston. I am professor of education at the University of East London. My area of specialism is disaster education and public response in disasters. 
Q33|Chair|We are talking this morning about social media, and one of the areas that we are particularly interested in is how Governments and governance could be improved by smart use of social media. Is it possible to see some gains? 
Q33|Professor Yates|First, there is a distinction that was not made by the first group between social media and big data, in the sense that social media, generally speaking, is unstructured—the photograph that you put on Facebook, the colours of your shirts and so forth—whereas most big data historically is structured datasets, such as till records, census records and so on. You have an opportunity to take the structured and the unstructured. 
Q33|Professor Yates|In a commercial sense, if you knew what colour shirts you liked, you could make a better promotional offer, based on your Facebook pictures. In the social science sense, you can do the same thing: attitudes. What are people’s attitudes to different kinds of food? Where do they go? How do they visit and what methods of transportation do they use? That will come out of social media, but it would not necessarily come out of structured datasets. If you put those two things together, you have a rich way of thinking about consumer behaviour, which goes well beyond business. 
Q33|Dr McPherson|Our perspective on this is that social media data is a complement to other sources of data that the Government are already using. We think that it should be used in addition to, not as a replacement for, other methods of inquiry such as interviews and surveys. 
Q33|Professor Preston|In terms of my research, which is on how social media could be used in a disaster or emergency, I would agree that it is not a panacea for Government, but you have to be careful in the ways you use it. It does not work, for example, in warning and informing the public of a crisis, where old media such as radio and television, are much more effective. It does not work in terms of helping people to organise themselves in terms of a large-scale event like the evacuation of a city; there we found that social media could disrupt the evacuation and cause congestion. Where it does work is in terms of helping policy makers in Government understand how a situation unfolds, to look at how populations are responding during a disaster or emergency and during the recovery, to put resources where they are best used. You have to be careful how you use social media in an emergency situation, but it is of use. 
Q34|Chair|Leaving aside disasters, those are interesting comments on how other situations unfold, evolve and develop. Are there examples, outside the ones that Professor Preston gave, where social media could be a useful tool in planning Government responses? 
Q34|Dr McPherson|One area where social media has proven to be very useful is in understanding what is happening in closed societies or countries under conflict. You were talking before about issues to do with data manipulation. That is always a problem, but in scenarios where previously it had been difficult to get information out of situations, social media is proving to be a way to access it and to get some idea of what is going on in those scenarios. 
Q34|Professor Yates|You could also use social media to understand how ideas flow through systems; people swap ideas, change ideas, improve ideas. As a way of gauging innovation in a system, you can look at what is happening and what people are saying. In theory, you could also use it to stimulate innovation if you were part of the process of communication itself. 
Q35|Chair|I ask this question as somebody who is over 65, who has a Twitter account and Facebook account and who is “LinkedIn.” Are there problems interpreting the data about some demographic groups within the population? 
Q35|Professor Preston|Certain demographics use social media a lot less, and even if people count themselves as social media users, we distinguish between heavy users of social media and those who might have put down only one or two tweets in their lives. It is not only an age thing; it is also socio-economic status and ethnicity in terms of the users of Twitter or other social media, so you have to be careful when you interpret the results. That is why it does not work very effectively as a method— 
Q36|Chair|Surely that is true of any data source. 
Q36|Professor Preston|Not necessarily. If you look at the cohort studies data, for example, that the Economic and Social Research Council fund, it is designed to be representative of the population. The millennium cohort study, for example, is designed in such a way as to be representative, whereas Twitter is based on users who want to tweet, or not. 
Q36|Dr McPherson|That means that it is important to understand who the user base is, and to have research into that. It is always important, as I said, to combine it with other sources of data. 
Q36|Professor Yates|It is blindingly obvious, but people use social media deliberately to share, and they choose what to share. That tends to be a younger person’s thing, but it also applies to the 65s. That is the difference with some of the more structured datasets, and it is where social media is completely different. People have taken the decision to share information about themselves, positively, with the rest of the world. 
Q37|Stephen Mosley|I am interested in whether the UK Government can use social media data and real-time analysis to react to threats and to things that are happening within the UK. Do you think that the Government are properly equipped to use social media information and real-time analysis to react to emergency events? 
Q37|Professor Preston|In our analysis, we looked at three cities in terms of local government: London, Birmingham and Carlisle. They each had different strategies in their use and interpretation of social media. Birmingham was very much ahead of the curve in using Twitter, Facebook and YouTube; London, being the seat of Government, was quite top-down; and Carlisle said that they did not want to use social media that much—it was very much face-to-face contact and radio communications that they wanted to use. It depends on the city’s orientation as much as anything. Birmingham has changed recently. The resilience team has changed, so it depends upon officials who have an interest in doing this for it to be a success. 
Q37|Professor Preston|Policy makers find that they lack the tools, or the confidence to use the tools, to do this in real time; for example, during an emergency. There are tools that enable you to analyse sentiment—how the population is feeling emotionally in a crisis—and that can be incredibly useful. Are people fearful? Are they anxious and what are they anxious about? In real time, policy makers would not really want to use that tool because they would be scared of the implications; they would be scared of making the wrong decision on the basis of social media data. 
Q38|Chair|Before we move on, may I test that a little further? Have you undertaken any research around communities close to COMAH sites that are used to emergency planning processes? 
Q38|Professor Preston|In a more recent project that I am doing on population response to infrastructure failure, populations close to COMAH sites are used to using social media and looking at social media in terms of what is going on, whereas populations that are not near COMAH sites are not as used to it. 
Q39|Chair|They are more aware of the likely effect. 
Q39|Professor Preston|They are more aware of the effect and of the alerting protocols. 
Q39|Dr McPherson|May I add something about its use in crisis or emergency situations? I am concerned about using social media to establish events—to establish what has gone on. The point that we made in our written submission was that using data sources requires verification. You need to do a technical verification of social media information that relies on particular technologies, and that requires knowledge and understanding of how social media data can be manipulated. It takes a human element, because at the end of the day establishing the truth is a subjective exercise. Moving from social media data telling you what is going on in an event to reacting in real time I don’t think is possible, because you need to put verification in the middle and that takes time. 
Q39|Professor Preston|There are two verification methods for social media in real time. One of them is to use the users themselves. In the Australian floods, people were using the hashtag “mythbusters.” “Mythbusters” is a television programme about busting myths, conspiracies and so on, and people were using the hashtag to say what was real and what was not. That became a trending hashtag, with people using it to ask whether the flood was really happening in an area. People actually made use of that hashtag. Another one is the use of real-world data, using social media in conjunction with CCTV data or other kinds of situation awareness that the emergency services might have. But I agree that it takes a while to establish what is true and what is not. One of the things that we fear in emergencies is that people, or even terrorists or subversive bodies, might set up slop-bucket accounts to tweet that something is happening when it is not occurring, in order to make the situation worse. 
Q40|Stephen Mosley|That was the area I wanted to move on to next. Is there any evidence, in the situation that you just highlighted, of third parties trying to encourage other people to do things? 
Q40|Professor Preston|One of the biggest examples is the Syrian Electronic Army, as they classify themselves. No one knows who they really are, but they tweeted that the White House had been destroyed and no one knew where Barack Obama was, which caused billions to be wiped off the stock market in the United States. People are using it for disruptive activities at the moment. 
Q40|Dr McPherson|There is an absolutely huge amount of evidence emerging about this in Syria, but in other cases as well. I was looking recently at a video of someone being shot by a water cannon. It was being circulated in Latin America, with the title “This is happening in Colombia,” but there was the same video in Mexico. The problem that this raises is that of verification. Even if they are ultimately disproven, it requires a lot of resources for groups to debunk them. It takes time, and it takes people away from other work that they could be doing, so it is quite disruptive. 
Q41|Stephen Mosley|Looking at the UK, have there been any cases of that? I am on social media quite a bit, and see these stories circulating. I guess there is no checking, so how do you debunk these myths? 
Q41|Professor Preston|Twitter can be self-correcting. In our project, we had an analysis of a plane crash in Cork in Ireland. Social media got there first, in terms of how many casualties there were, before other media. It tends to be self-correcting so, first, people were tweeting that there were 20 casualties, then someone said that there were no casualties, but both of those were debunked. They iterated to the right—unusually, before the old media got there and the BBC broadcast how many casualties there were. People act almost like scientists sometimes. It is not just rumours; people say, “Is this correct or not? I know someone who works at the airport.” 
Q41|Dr McPherson|There was some great research done by The Guardian in conjunction with the LSE about the rumours circulating during the London riots. They showed timelines of tweets supporting the rumour and then debunking it, and how that worked, so it is self-correcting. 
Q41|Dr McPherson|You asked how you might verify. This is an emerging area, and I have been looking at it in terms of human rights organisations as well as journalists, and guidelines have been in development in recent months. The fundamental approach that verification professionals take to this information is to assume that it is false and your job is to prove that it is true, and if you can’t prove that it’s true you do not use it. I remember some quote that it is less about the snazzy technology than it is about good old gumshoe detective work. You might try first to find the source—the person who posted it—and speak to them directly and ask them details about it, just as you would with any other bit of information. It then needs cross-referencing with other databases. Technology can help; for example, you can use satellite images to verify whether large-scale bombing has taken place. You can also look at weather databases and ask the person, “What is the sun doing right now where you are?” and cross-reference to see whether they are actually there, but it is a complicated process. 
Q41|Professor Preston|It is also important to remember that old media can be hacked. The emergency alert system in the United States has been hacked several times in the last few years, broadcasting erroneous messages at state level. It is not just new media that can be subverted. 
Q42|Stephen Mosley|Lastly, do you think that social media platforms should be obligated to share information with Governments when there are concerns about security issues? 
Q42|Professor Preston|In disasters and emergencies, they are willing to do so readily anyway. Most users have an idea that they are sharing data, and they would like it to be used for altruistic purposes. If there is a disaster or an emergency, people are willing to do so. With the Boston marathon bombing, for example, people were willing to share their data and images with the authorities. People are less willing to do so if they think that the security services are spying on them for other reasons. 
Q43|Stephen Mosley|Or if social media is being used to encourage that trouble. 
Q43|Professor Preston|Yes, absolutely. 
Q44|Jim Dowd|I want to look briefly at how real-time analysis can be used in non­emergency circumstances. First, I want to test what you said, Professor Preston, about Twitter being self-correcting. Surely it is not self-correcting at all. It undermines the authenticity and the believability of Twitter the more conflicting messages you get. If everybody is tweeting— unless they are doing it maliciously, as Stephen suggested—“I believe this to be true,” what are people going to do? I think that they will lose confidence in the whole system. 
Q44|Professor Preston|People do not behave like that. They look for corroboration. If you saw a tweet saying that there was a fire at King’s Cross station, people would say, “Well you’re saying this, but what evidence is there”? And then they would look for someone who had tweeted— 
Q45|Jim Dowd|In other words, they do not trust it. 
Q45|Professor Preston|Not necessarily initially; there might be a bit of overshooting, but eventually it comes to be corrected over a period of time. That happens more rapidly as social media progresses. 
Q45|Professor Yates|In effect, you could argue that they do trust it, because they are looking for sources of corroboration from the very same system, and they assume that the system will provide the correct answer, so generally speaking— 
Q46|Jim Dowd|Are you suggesting that that is a false assumption? 
Q46|Professor Yates|That is the way that people actually use it. 
Q46|Dr McPherson|My evidence has shown that it is not at the system level that trust is taking place; it is looking at every individual user and deciding whether or not to trust that user. You look at the information but you also look at the source, and you do not trust the information unless you trust the source. 
Q46|Professor Preston|As a small example of that, we did an exercise with the Olympic Delivery Authority when the Westfield shopping centre opened. We were looking at different kinds of data. Someone was tweeting that one of the gates was shut and you could not get in that way, and people were saying, “Maybe someone is trying to get in more quickly,” but once they had tweeted a photograph, there was some corroboration and people started to believe that the gate was actually shut. 
Q47|Jim Dowd|I accept that; over time, if the same message is repeated, it becomes the norm. 
Q47|Professor Preston|No information is correct at first shot. If we heard that there was an emergency in London or elsewhere, the broadcast media would probably get it wrong. 
Q48|Jim Dowd|A lot of social media users are the least likely to believe the Government or any public authority. 
Q48|Professor Preston|Maybe, yes. 
Q49|Jim Dowd|Can we go back to non-emergency uses of real-time analysis? Are there any circumstances where it will be of benefit, other than in emergencies? 
Q49|Professor Yates|It is not a real-time analysis of social media, but the US amber alert system on missing children is quite a good system. You can get real-time alerts sent to people’s phones through tweets or whatever, in whatever way people have signed up to the system, and they provide information to the highway patrol. It is a small slice of use, but it is a clever use and it is well accepted in the US. 
Q49|Professor Yates|It is a way of communicating as well. It is not just, “I’ve got a disaster. Let me understand the disaster,” but what you would like to communicate to people. To what extent are the Government prepared to open their communication channels to talk to people? I go back to the question of trust. I am not sure that we know each other, so I am not sure that I trust you, but maybe after an hour I might, because you have been saying sensible things that corroborate— 
Q50|Jim Dowd|But I am a Member of Parliament. 
Q50|Professor Yates|Sincere apologies. My general point is that we as human beings trust each other over time by understanding what is being said and the context for what is being said. In fact, social media provides you with lots of different personalities. On Twitter, for example, I am reasonably well regarded—believe it or not—for photography, but I am probably not well regarded on politics. People know the context of my personality in that social media, and that is how people use it. Government could do the same thing. What is the personality that you want to project, in certain circumstances and situations and in certain media, to communicate with the public at large? It is a positive opportunity rather than a negative one, if that makes sense. 
Q50|Professor Preston|Another example, away from disasters, is looking at flu or the spread of infections. You can use social media to work out where outbreaks are and when there will be a demand for antibiotics and so on, and use that to predict where the demand will be on GPs and pharmaceutical services. 
Q51|Jim Dowd|Can it be used to replace or supplement the traditional census? 
Q51|Professor Yates|You can supplement it but not replace it, for all the reasons that everybody has given so far. The census will provide a broad look at everything, in a structured and detailed way, and you cannot replace that with social media, as to a certain extent it self-selects. Social media can create user attitudes—even colours, if you like; different things that are not available in traditional census mechanisms—and it can be extremely valuable. It is one of the things that we will eventually do in the centre at Leeds. 
Q52|Jim Dowd|You are clear that it could not replace the census. 
Q52|Professor Yates|It could not replace it, no. 
Q53|Jim Dowd|The civil service has traditionally not been the most responsive or adaptive of institutions—for good reason, I hasten to add; I do not say this as a criticism. How amendable do you think it is? Do you have any evidence that they will be able to utilise this either at a national or local level? 
Q53|Professor Yates|Can I address that by stepping back? The biggest barrier to the use of big data and social media analytics in general is the understanding and management of what it is capable of. We have a skills shortage, and I would like to come back to that later, but we also have an understanding shortage, even in industry, about how you can use analytics and data to make different kinds of decisions. In that sense, the civil service is no different from industry at large. The system needs an education job at principal level, and on bringing in the right people to do that. It is an “experiment and see” mentality, perhaps, but it is the same problem that, frankly, you will find in most big companies. 
Q54|Pamela Nash|We had evidence from the University of Cambridge touching on some of the themes that you discussed with Mr Dowd, saying that real-time analysis is incompatible with verification. That is common sense, and we did not need to ask the University of Cambridge for that. Does that rule out its use by the Government for civil policy purposes? How do we get around that? 
Q54|Dr McPherson|It does not rule it out at all, but what needs to be in place is a rigorous verification system. There is a new publication called “Verification Handbook,” which speaks to a lot of experts in this area about the techniques that they use. First and foremost, it says that whatever verification system you are going to use should not be put in place when you have an emergency and want to use the information. It should be systematically thought out ahead of time. It is something on which participants can be trained. It has ethical aspects as well, which should be included in that training. I don’t think it rules it out; it just means that verification needs to occur, and that verification should be based on a plan. 
Q55|Pamela Nash|Can you tell us more about what you mean by that? These are situations where I imagine that it would not be easy to plan ahead unless, as in another inquiry we have done, you have good horizon scanners where you could use Twitter or other social media to analyse an unfolding situation. How do you plan ahead to use that information? 
Q55|Dr McPherson|There is a methodological level of planning, which is understanding how verification works, and it can be done with social media; but there is also how this sort of data would fit into existing Government bodies and their existing sources of data. You can imagine that the police have all kinds of sources of information, including on-the-ground contacts and networks. You would then get social media data, and try to verify it. You would plug it into your existing on-the-ground networks, with whom you can have quick telephone or face-to-face contact. These will be people that you trust in that community, and you can ask them to verify it for you. It is a system of triangulation that, at its basis, should be used for any source of information, but I want to highlight that it needs to occur in this situation because social media is particularly vulnerable to certain types of manipulation. 
Q55|Professor Yates|There is also a distinction between individual verification and mass verification. With mass verification, you have the same techniques as used with other data sources. You are looking at a vast quantity of information, and trying to figure out the truth from it. That is a bit different from identifying whether we said a certain thing ourselves at a certain time or a certain moment. 
